woningtype_1,woningtype_2,median_1,median_2,n_1,n_2,u_statistic,z_score,p_value,significant,effect_size_r,interpretation,parametric_equivalent
Eengezinswoning,Meergezinswoning,16.3,21.7,1914,1908,637873.0,-34.8317,<1e-16,True,0.5634,Meergezins significant hogere mediaan doorlooptijd (large effect size),welch_ttest (results/4_woningtype_ttest.csv)
